"Data Source:","http://breachlevelindex.com/#!breach-database","Retrieved February 23, 2015",,,,,,
993,"Mount Sinai medical center",04/01/13,628,"United States","Healthcare","Malicious Insider","Financial Access",4.5
994,"GOVERNMENT OF PRINCE EDWARD ISLAND",02/13/13,1600,"Canada","Other","Accidental Loss","Identity Theft",4.5
995,"Multi Financial Services, Modern Mailers",02/10/15,1200,"United States","Financial","Accidental Loss","Identity Theft",4.4
996,"First Niagara Bank",01/31/15,200,"United States","Financial","Malicious Outsider","Financial Access",4.4
997,"Commissioner of Insurance for Kansas, ks.gov",01/10/15,300,"United States","Financial","Malicious Outsider","Account Access",4.4
998,"Wells Fargo Mortgage Offices",12/07/14,200,"United States","Financial","Malicious Outsider","Financial Access",4.4
999,"South Florida College",11/18/14,644,"United States","Education","Malicious Outsider","Nuisance",4.4
1000,"Fifth Third Bank",11/03/14,200,"United States","Financial","Malicious Insider","Identity Theft",4.4
1001,"Meade School District",11/01/14,1400,"United States","Education","Accidental Loss","Identity Theft",4.4
1002,"Willard Parking Garage",10/28/14,200,"United States","Other","Malicious Outsider","Financial Access",4.4
1003,"Granville County Schools",10/24/14,140,"United States","Education","Malicious Outsider","Identity Theft",4.4
1004,"Swale council",10/09/14,2500,"United Kingdom","Education","Accidental Loss","Account Access",4.4
1005,"The Winnipeg Regional Health",09/20/14,322,"Canada","Healthcare","Malicious Outsider","Identity Theft",4.4
1006,"Sun Trust Bank",08/08/14,225,"United States","Financial","Malicious Outsider","Financial Access",4.4
1007,"Minnesota Office of Higher Education",07/29/14,1328,"United States","Education","Accidental Loss","Identity Theft",4.4
1008,"San Antonio Metropolitan Health District",06/30/14,300,"United States","Healthcare","Malicious Outsider","Identity Theft",4.4
1009,"Plus & Minus",06/10/14,230,"United States","Healthcare","Malicious Insider","Identity Theft",4.4
1010,"New Mexico State University",06/01/14,171,"United States","Education","Malicious Outsider","Identity Theft",4.4
1011,"Metro Health",05/30/14,300,"United States","Healthcare","Malicious Outsider","Identity Theft",4.4
1012,"H&R Block",05/07/14,200,"United States","Other","Malicious Outsider","Financial Access",4.4
1013,"El Agave Mexican Restaurant",03/27/14,200,"United States","Other","Malicious Outsider","Financial Access",4.4
1014,"Ebay Europe",03/26/14,200,"Europe","Retail","Malicious Outsider","Financial Access",4.4
1015,"PS Bank and Bank N.A.",03/11/14,200,"United States","Financial","Malicious Outsider","Financial Access",4.4
1016,"Buncombe County school",03/08/14,173,"United States","Education","Malicious Outsider","Identity Theft",4.4
1017,"Pride Medical Services",03/01/14,379,"United States","Healthcare","Malicious Insider","Identity Theft",4.4
1018,"Tri State Adjustments,VGM Homelink",02/28/14,1400,"United States","Healthcare","Accidental Loss","Identity Theft",4.4
1019,"Bank of Ireland",02/23/14,200,"Ireland","Financial","Malicious Outsider","Financial Access",4.4
1020,"Plus & Minus Services",01/27/14,230,"United States","Healthcare","Malicious Insider","Identity Theft",4.4
1021,"Rockville Centre",01/15/14,200,"United States","Government","Malicious Insider","Identity Theft",4.4
1022,"Lakes Liquor",10/27/13,200,"United States","Other","Malicious Outsider","Financial Access",4.4
1023,"Washington State University",10/11/13,310,"United States","Education","Malicious Outsider","Identity Theft",4.4
1024,"Citizen's Advice Bureau",09/04/13,1300,"United Kingdom","Technology","Accidental Loss","Identity Theft",4.4
1025,"Creative Banner Assemblies",08/12/13,232,"United States","Other","Malicious Outsider","Financial Access",4.4
1026,"American Choral Directors Association",07/19/13,598,"United States","Other","Malicious Outsider","Account Access",4.4
1027,"Samaritan Family Medicine Resident Clinic",06/24/13,1222,"United States","Healthcare","Accidental Loss","Identity Theft",4.4
1028,"AHW LLC,GreenPartStore and FarmFunStore",06/23/13,191,"United States","Retail","Malicious Outsider","Financial Access",4.4
1029,"Jackson Health System",05/07/13,1407,"United States","Healthcare","Accidental Loss","Identity Theft",4.4
1030,"Sonoma Valley Hospital",05/01/13,1350,"United States","Healthcare","Accidental Loss","Identity Theft",4.4
1031,"Regional Medical Center",04/15/13,1200,"United States","Healthcare","Accidental Loss","Identity Theft",4.4
1032,"Upstate University Hospital",04/03/13,283,"United States","Healthcare","Malicious Outsider","Identity Theft",4.4
1033,"CME",03/20/13,500,"United States","Financial","Accidental Loss","Existential Data",4.4
1034,"U.S Mail",03/13/13,250,"United States","Government","Malicious Insider","Financial Access",4.4
1035,"TeenProgram.info",03/13/13,1400,"United States","Other","Hacktivist","Account Access",4.4
1036,"Arkansas State University",03/13/13,150,"United States","Other","Malicious Outsider","Identity Theft",4.4
1037,"Wayne Memorial Hospital",02/13/13,1182,"United States","Healthcare","Accidental Loss","Identity Theft",4.4
1038,"Bank Of Prairie Du Sac",02/13/13,200,"United States","Financial","Malicious Outsider","Financial Access",4.4
1039,"Pumps For Less",01/05/15,460,"United States","Retail","Malicious Outsider","Account Access",4.3
1040,"Sussex Police",12/30/14,270,"United Kingdom","Government","Malicious Outsider","Account Access",4.3
1041,"Lubbock Housing Authority",12/20/14,1100,"United States","Government","Accidental Loss","Identity Theft",4.3
1042,"Belle Glade (Early Learning Coalition/Family Central)",12/14/14,177,"United States","Other","Malicious Insider","Identity Theft",4.3
1043,"Toys for Tots",12/13/14,1000,"United States","Other","Malicious Outsider","Nuisance",4.3
1044,"Internet Shopping Malls, Universities and Hospitals",11/08/14,104,"Global","Other","Malicious Outsider","Existential Data",4.3
1045,"The Central Bank of Bahrain (CBB)",11/03/14,174,"Bahrain","Financial","Malicious Outsider","Financial Access",4.3
1046,"Health and Human Services Agency (In Home Supportive Services (IHSS)), County of Napa",08/24/14,1027,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1047,"University Health Conway",08/18/14,6073,"United States","Education","Accidental Loss","Financial Access",4.3
1048,"Israeli websites",07/13/14,1000,"Israel","Other","Hacktivist","Nuisance",4.3
1049,"San Antonio VA",06/02/14,150,"United States","Healthcare","Malicious Insider","Identity Theft",4.3
1050,"Dr. R. Dale McCormick of York Academy of Surgery",05/26/14,5000,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1051,"Heatherwood and Wexham Park Hospitals",05/19/14,1000,"United Kingdom","Healthcare","Accidental Loss","Identity Theft",4.3
1052,"Zephyrhills corrections",05/07/14,182,"United States","Government","Malicious Insider","Identity Theft",4.3
1053,"San Diego State University",05/03/14,1050,"United States","Education","Accidental Loss","Identity Theft",4.3
1054,"Rochester Housing Authority",04/25/14,180,"United States","Financial","Malicious Insider","Identity Theft",4.3
1055,"Maryland Health Benefit Exchange",01/20/14,1078,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1056,"University of Pennsylvania Health System",01/01/14,1000,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1057,"Redwood Memorial Hospital",11/08/13,1000,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1058,"El Paso Community College",10/17/13,1000,"United States","Education","Accidental Loss","Identity Theft",4.3
1059,"Pierce County Housing Authority",08/15/13,979,"United States","Other","Accidental Loss","Identity Theft",4.3
1060,"ICS Collection Service, University of Chicago Medicine",08/15/13,1344,"United States","Healthcare","Malicious Outsider","Identity Theft",4.3
1061,"Municipality of Esneux",07/17/13,531,"Belgium","Government","Malicious Outsider","Account Access",4.3
1062,"California Correctional Health Care Services",07/02/13,1001,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1063,"Veterans Affairs hospital",05/28/13,1093,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1064,"Beachbody",05/14/13,161,"United States","Other","Malicious Outsider","Financial Access",4.3
1065,"University of Bahia website",04/26/13,500,"Brazil","Other","Malicious Outsider","Account Access",4.3
1066,"Pearl Izumi",04/18/13,1250,"United States","Other","Accidental Loss","Financial Access",4.3
1067,"Group Health Cooperative",04/14/13,1015,"United States","Healthcare","Accidental Loss","Identity Theft",4.3
1068,"Cambridgeshire, Bedfordshire and Hertfordshire police",03/20/13,1000,"United Kingdom","Government","Accidental Loss","Identity Theft",4.3
1069,"Allen County Information Technology",03/03/13,1152,"United States","Government","Malicious Outsider","Identity Theft",4.3
1070,"Cavan Monaghan Hospital",03/01/13,300,"United Kingdom","Healthcare","Malicious Insider","Identity Theft",4.3
1071,"Massachusetts Mutual life Insurance Company, Convey Compliance System Inc",02/13/13,1099,"United States","Financial","Accidental Loss","Identity Theft",4.3
1072,"University of Florida",01/29/15,200,"United States","Education","Malicious Outsider","Account Access",4.2
1073,"Stanton Territorial Health Authority",11/23/14,4043,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1074,"Extended Stay America hotel",10/30/14,100,"United States","Other","Malicious Outsider","Identity Theft",4.2
1075,"Dropbox",10/14/14,400,"United States","Technology","Malicious Outsider","Account Access",4.2
1076,"Manhattan Court",09/07/14,100,"United States","Government","Malicious Insider","Existential Data",4.2
1077,"Garda'",09/01/14,1746,"United Kingdom","Government","Accidental Loss","Account Access",4.2
1078,"Wright-Patterson Medical Center",08/27/14,3800,"United States","Government","Accidental Loss","Identity Theft",4.2
1079,"Group Health Incorporated (Emblem Health)",07/08/14,802,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1080,"DHS",07/03/14,600,"United States","Government","Accidental Loss","Existential Data",4.2
1081,"Essentia Health",06/12/14,430,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1082,"Chicago Housing Authority",05/01/14,795,"United States","Government","Accidental Loss","Identity Theft",4.2
1083,"Physicians and health care providers in New Hampshire",04/25/14,100,"United States","Healthcare","Malicious Outsider","Identity Theft",4.2
1084,"Federal privacy commissioner",02/14/14,800,"Canada","Other","Accidental Loss","Identity Theft",4.2
1085,"Presence Saint Joseph Medical Center(Joliet Hospital )",02/05/14,874,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1086,"Iowa Medicaid Enterprise",02/05/14,862,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1087,"IRS",01/08/14,160,"United States","Government","Malicious Insider","Financial Access",4.2
1088,"Metro East health care",11/20/13,800,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1089,"Road Safety Authority",11/08/13,721,"United Kingdom","Government","Accidental Loss","Identity Theft",4.2
1090,"Tri-State Surgical Associates",10/11/13,433,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1091,"Norfolk General Hospital",08/02/13,1300,"Canada","Healthcare","Malicious Insider","Identity Theft",4.2
1092,"Seattle & King County",04/19/13,750,"United States","Healthcare","Accidental Loss","Identity Theft",4.2
1093,"Dead river Company",03/22/13,200,"United States","Other","Malicious Outsider","Identity Theft",4.2
1094,"Schneck Hospital",03/13/13,3000,"United States","Healthcare","Accidental Loss","Nuisance",4.2
1095,"Crozer Chester Medical Center,Chester Community Hospital",02/13/13,144,"United States","Healthcare","Malicious Insider","Identity Theft",4.2
1096,"Worldwide Banks",02/15/15,100,"Global","Financial","Malicious Outsider","Financial Access",4.1
1097,"Lakes District Health Board, Tokoroa Hospital, Thames Hospital, Waikato Hospital and Anglesea Procedure Centre",01/17/15,600,"New Zealand","Healthcare","Accidental Loss","Identity Theft",4.1
1098,"Georgia National Guard (1147th Transportation Company of the Ga. National Guard)",12/29/14,116,"United States","Government","Malicious Insider","Identity Theft",4.1
1099,"TalkTalk",12/05/14,100,"United Kingdom","Other","Malicious Outsider","Financial Access",4.1
1100,"Island Health",11/26/14,112,"Canada","Healthcare","Malicious Insider","Identity Theft",4.1
1101,"Copper House Tavern",11/03/14,104,"United States","Other","Malicious Outsider","Financial Access",4.1
1102,"Independence Blue Cross",10/09/14,12500,"United States","Healthcare","Accidental Loss","Nuisance",4.1
1103,"Mercy Medical Center Redding Oncology Clinic",10/08/14,620,"United States","Healthcare","Accidental Loss","Identity Theft",4.1
1104,"VyStar",09/10/14,100,"United States","Financial","Malicious Outsider","Financial Access",4.1
1105,"Morris farmer's markets",08/22/14,100,"United States","Retail","Malicious Outsider","Financial Access",4.1
1106,"Ledgewood Farm and Wharton Farm Market",08/22/14,100,"United States","Retail","Malicious Outsider","Financial Access",4.1
1107,"Milpitas Knights PAL Youth Football program",08/20/14,80,"United States","Other","Malicious Outsider","Identity Theft",4.1
1108,"University of West Florida",07/31/14,160,"United States","Education","Malicious Outsider","Account Access",4.1
1109,"Compassionate Care Hospice of Central Louisiana",07/30/14,707,"United States","Healthcare","Malicious Outsider","Identity Theft",4.1
1110,"Oklahoma City Indian Clinic",07/28/14,6044,"United States","Healthcare","Accidental Loss","Account Access",4.1
1111,"Indian Health Service, Rosebud Service Unit",05/30/14,620,"United States","Healthcare","Accidental Loss","Identity Theft",4.1
1112,"24 ON Physicians PC",04/08/14,570,"United States","Healthcare","Accidental Loss","Identity Theft",4.1
1113,"Miami-Dade County school",04/03/14,400,"United States","Education","Malicious Insider","Nuisance",4.1
1114,"The National Institute of Building Research identifies",03/29/14,300,"Japan","Other","Malicious Outsider","Account Access",4.1
